name,serial,title,title score,firstName,name score,location,location score,length score,combo score,total score
Arch-Magician Ofaris of the Desert,3017,Arch-Magician,0.66,Ofaris,0.33,Desert,0.32,0.48,0.37,2.18
Arch-Magician Basil of the Valley,8036,Arch-Magician,0.66,Basil,0.36,Valley,0.30,0.48,0.37,2.18
Witch Rowena of the Valley,7860,Witch,0.61,Rowena,0.40,Valley,0.30,0.48,0.37,2.18
Witch Rowena of the Valley,9176,Witch,0.61,Rowena,0.40,Valley,0.30,0.48,0.37,2.18
Archmagus Zane of the Heath,1929,Archmagus,0.16,Zane,0.70,Heath,0.46,0.48,0.37,2.18
Shaman Soya of the Road,4267,Shaman,0.57,Soya,0.23,Road,0.52,0.48,0.37,2.18
Sorcerer Jerret of the Dunes,917,Sorcerer,0.30,Jerret,0.27,Dunes,0.76,0.48,0.37,2.18
Sorcerer Hadrien of the Astral Plane,6506,Sorcerer,0.30,Hadrien,0.27,Astral Plane,0.75,0.48,0.37,2.18
Sorcerer Merlon of Dreams,4475,Sorcerer,0.30,Merlon,0.20,Dreams,0.83,0.48,0.37,2.18
Sage Robert of the Wood,1502,Sage,0.66,Robert,0.47,Wood,0.19,0.48,0.37,2.18
Alchemist Lux of the Moors,7528,Alchemist,0.38,Lux,0.49,Moors,0.45,0.48,0.37,2.18
Enchanter Larissa of the Hollow,295,Enchanter,0.35,Larissa,0.54,Hollow,0.42,0.48,0.37,2.18
Enchanter Atlanta of the Hollow,6504,Enchanter,0.35,Atlanta,0.54,Hollow,0.42,0.48,0.37,2.18
Enchanter Arabella of the Hollow,8418,Enchanter,0.35,Arabella,0.54,Hollow,0.42,0.48,0.37,2.18
Archmagus Diana of the River,1763,Archmagus,0.16,Diana,0.51,River,0.65,0.48,0.37,2.18
Battle Mage Baird of the Road,7381,Battle Mage,0.30,Baird,0.50,Road,0.52,0.48,0.37,2.18
Enchanter Victoria of the Grotto,5447,Enchanter,0.35,Victoria,0.57,Grotto,0.39,0.48,0.37,2.18
Archmagus Apollo of the Toadstools,1404,Archmagus,0.16,Apollo,0.23,Toadstools,0.93,0.48,0.37,2.17
Druid Rowena of the Plains,9890,Druid,0.54,Rowena,0.40,Plains,0.38,0.48,0.37,2.17
Battle Mage Nicolas of the Riviera,478,Battle Mage,0.30,Nicolas,0.35,Riviera,0.67,0.48,0.37,2.17
Battle Mage Nicolas of the Riviera,8288,Battle Mage,0.30,Nicolas,0.35,Riviera,0.67,0.48,0.37,2.17
Sorcerer Goliath of the Ether,7328,Sorcerer,0.30,Goliath,0.47,Ether,0.55,0.48,0.37,2.17
Enchanter Beyna of the Plains,9098,Enchanter,0.35,Beyna,0.58,Plains,0.38,0.48,0.37,2.17
Witch Rowena of the Keep,1340,Witch,0.61,Rowena,0.40,Keep,0.30,0.48,0.37,2.17
Battle Mage Durm of the Heath,3401,Battle Mage,0.30,Durm,0.55,Heath,0.46,0.48,0.37,2.17
Battle Mage Durm of the Heath,9247,Battle Mage,0.30,Durm,0.55,Heath,0.46,0.48,0.37,2.17
Battle Mage Hothor of the Sun,4021,Battle Mage,0.30,Hothor,0.48,Sun,0.54,0.48,0.37,2.17
Enchanter Rowena of the Wold,1526,Enchanter,0.35,Rowena,0.40,Wold,0.55,0.48,0.37,2.17
Shaman Nicolas of the Grotto,2944,Shaman,0.57,Nicolas,0.35,Grotto,0.39,0.48,0.37,2.17
Enchanter Aldus of the Palms,287,Enchanter,0.35,Aldus,0.29,Palms,0.67,0.48,0.37,2.17
Arch-Magician Cromwell of the Plains,1421,Arch-Magician,0.66,Cromwell,0.27,Plains,0.38,0.48,0.37,2.17
Arch-Magician Cromwell of the Plains,3996,Arch-Magician,0.66,Cromwell,0.27,Plains,0.38,0.48,0.37,2.17
Sage Cromwell of the Plains,4478,Sage,0.66,Cromwell,0.27,Plains,0.38,0.48,0.37,2.17
Battle Mage Ethan of the Hall,1757,Battle Mage,0.30,Ethan,0.70,Hall,0.31,0.48,0.37,2.17
Archmagus Celah of Dreams,8080,Archmagus,0.16,Celah,0.33,Dreams,0.83,0.48,0.37,2.17
Adept Lumos of the Keep,4035,Adept,0.84,Lumos,0.17,Keep,0.30,0.48,0.37,2.17
Battle Mage Cassius of the Steppe,102,Battle Mage,0.30,Cassius,0.68,Steppe,0.33,0.48,0.37,2.17
Druid Eden of the Mist,8547,Druid,0.54,Eden,0.27,Mist,0.50,0.48,0.37,2.17
Archmagus Lumos of the Temple,1982,Archmagus,0.16,Lumos,0.17,Temple,0.98,0.48,0.37,2.17
Battle Mage Tundror of the Field,8215,Battle Mage,0.30,Tundror,0.45,Field,0.56,0.48,0.37,2.17
Battle Mage Angus of the Reach,7190,Battle Mage,0.30,Angus,0.21,Reach,0.80,0.48,0.37,2.17
Hedge Wizard Zelroth of the Hollow,1476,Hedge Wizard,0.47,Zelroth,0.41,Hollow,0.42,0.48,0.37,2.17
Sorcerer Cairon of the Sacred Pillars,3461,Sorcerer,0.30,Cairon,0.44,Sacred Pillars,0.57,0.48,0.37,2.17
Druid Solomon of the Havens,3784,Druid,0.54,Solomon,0.31,Havens,0.46,0.48,0.37,2.17
Enchanter Layla of the Keep,2862,Enchanter,0.35,Layla,0.66,Keep,0.30,0.48,0.37,2.17
Archmagus Casper of the Oasis,5464,Archmagus,0.16,Casper,0.37,Oasis,0.78,0.48,0.37,2.16
Magus Daria of the Realm,9991,Magus,0.37,Daria,0.26,Realm,0.68,0.48,0.37,2.16
Enchanter Faye of the Steppe,402,Enchanter,0.35,Faye,0.62,Steppe,0.33,0.48,0.37,2.16
Hedge Wizard Ofaris of the Mist,5032,Hedge Wizard,0.47,Ofaris,0.33,Mist,0.50,0.48,0.37,2.16
Adept Eden of the Wood,2157,Adept,0.84,Eden,0.27,Wood,0.19,0.48,0.37,2.16
Battle Mage Danny of the Ether,6072,Battle Mage,0.30,Danny,0.46,Ether,0.55,0.48,0.37,2.16
Shaman George of the Havens,9817,Shaman,0.57,George,0.27,Havens,0.46,0.48,0.37,2.16
Arch-Magician Solomon of the Steppe,1212,Arch-Magician,0.66,Solomon,0.31,Steppe,0.33,0.48,0.37,2.16
Battle Mage Cromwell of El Dorado,1052,Battle Mage,0.30,Cromwell,0.27,El Dorado,0.73,0.48,0.37,2.16
Hedge Wizard Merlon of the Capital,510,Hedge Wizard,0.47,Merlon,0.20,Capital,0.64,0.48,0.37,2.16
Hedge Wizard Cairon of the Grotto,1241,Hedge Wizard,0.47,Cairon,0.44,Grotto,0.39,0.48,0.37,2.16
Battle Mage Homer of the Forest,9306,Battle Mage,0.30,Homer,0.36,Forest,0.64,0.48,0.37,2.16
Enchanter Astrid of the Marsh,8786,Enchanter,0.35,Astrid,0.64,Marsh,0.31,0.48,0.37,2.16
Enchanter Astrid of the Marsh,9395,Enchanter,0.35,Astrid,0.64,Marsh,0.31,0.48,0.37,2.16
Arch-Magician Azahl of the Valley,650,Arch-Magician,0.66,Azahl,0.34,Valley,0.30,0.48,0.37,2.16
Battle Mage Nolan of the Cosmos,1860,Battle Mage,0.30,Nolan,0.62,Cosmos,0.39,0.48,0.37,2.16
Archmagus Iprix of the Astral Plane,3859,Archmagus,0.16,Iprix,0.40,Astral Plane,0.75,0.48,0.37,2.16
Magus Atlanta of the Grotto,2299,Magus,0.37,Atlanta,0.54,Grotto,0.39,0.48,0.37,2.16
Druid Soya of the Sun,154,Druid,0.54,Soya,0.23,Sun,0.54,0.48,0.37,2.16
Archmagus Nikolas of the Bastion,4387,Archmagus,0.16,Nikolas,0.57,Bastion,0.58,0.48,0.37,2.16
Arcanist Alatar of the Keep,4183,Arcanist,0.69,Alatar,0.31,Keep,0.30,0.48,0.37,2.16
Sorcerer Ixar of El Dorado,2178,Sorcerer,0.30,Ixar,0.27,El Dorado,0.73,0.48,0.37,2.16
Sorcerer Alizam of the Mist,867,Sorcerer,0.30,Alizam,0.50,Mist,0.50,0.48,0.37,2.16
Sorcerer Silas of the Mist,8672,Sorcerer,0.30,Silas,0.50,Mist,0.50,0.48,0.37,2.16
Arch-Magician Milo of the Tower,9119,Arch-Magician,0.66,Milo,0.28,Tower,0.36,0.48,0.37,2.16
Enchanter Victoria of the Plains,9896,Enchanter,0.35,Victoria,0.57,Plains,0.38,0.48,0.37,2.16
Sorcerer Soran of the Sacred Pillars,9870,Sorcerer,0.30,Soran,0.43,Sacred Pillars,0.57,0.48,0.37,2.16
Hedge Wizard Cromwell of the Wold,3808,Hedge Wizard,0.47,Cromwell,0.27,Wold,0.55,0.48,0.37,2.16
Archmagus Soran of Arcadia,7839,Archmagus,0.16,Soran,0.43,Arcadia,0.71,0.48,0.37,2.16
Battle Mage Homer of the Capital,3868,Battle Mage,0.30,Homer,0.36,Capital,0.64,0.48,0.37,2.16
Shaman Zelroth of the Hall,7604,Shaman,0.57,Zelroth,0.41,Hall,0.31,0.48,0.37,2.16
Magus Rita of the Citadel,9658,Magus,0.37,Rita,0.26,Citadel,0.67,0.48,0.37,2.16
Hedge Wizard Rita of the Field,2017,Hedge Wizard,0.47,Rita,0.26,Field,0.56,0.48,0.37,2.16
Sorcerer Davos of the Veil,3938,Sorcerer,0.30,Davos,0.46,Veil,0.54,0.48,0.37,2.16
Alchemist Caligula of the Marsh,1127,Alchemist,0.38,Caligula,0.60,Marsh,0.31,0.48,0.37,2.15
Magus Victoria of the Hills,1266,Magus,0.37,Victoria,0.57,Hills,0.36,0.48,0.37,2.15
Magus Victoria of the Hills,6563,Magus,0.37,Victoria,0.57,Hills,0.36,0.48,0.37,2.15
Archmagus Nazim of the Hills,6171,Archmagus,0.16,Nazim,0.78,Hills,0.36,0.48,0.37,2.15
Archmagus Qasim of the Hills,9520,Archmagus,0.16,Qasim,0.78,Hills,0.36,0.48,0.37,2.15
Enchanter Larissa of the Brambles,1138,Enchanter,0.35,Larissa,0.54,Brambles,0.40,0.48,0.37,2.15
Enchanter Atlanta of the Brambles,7438,Enchanter,0.35,Atlanta,0.54,Brambles,0.40,0.48,0.37,2.15
Enchanter Atlanta of the Brambles,9237,Enchanter,0.35,Atlanta,0.54,Brambles,0.40,0.48,0.37,2.15
Battle Mage Ethan of the Keep,2419,Battle Mage,0.30,Ethan,0.70,Keep,0.30,0.48,0.37,2.15
Enchanter Pandora of the Wood,6344,Enchanter,0.35,Pandora,0.75,Wood,0.19,0.48,0.37,2.15
Enchanter Pandora of the Wood,7493,Enchanter,0.35,Pandora,0.75,Wood,0.19,0.48,0.37,2.15
Arch-Magician Aleister of the Villa,8336,Arch-Magician,0.66,Aleister,0.11,Villa,0.53,0.48,0.37,2.15
Hedge Wizard Angus of the Mountain,9487,Hedge Wizard,0.47,Angus,0.21,Mountain,0.61,0.48,0.37,2.15
Hedge Wizard Ratko of the Steppe,5079,Hedge Wizard,0.47,Ratko,0.49,Steppe,0.33,0.48,0.37,2.15
Enchanter Hadrien of the Citadel,6022,Enchanter,0.35,Hadrien,0.27,Citadel,0.67,0.48,0.37,2.15
Battle Mage Danny of the Sun,4433,Battle Mage,0.30,Danny,0.46,Sun,0.54,0.48,0.37,2.15
Battle Mage Nolan of the Plains,6241,Battle Mage,0.30,Nolan,0.62,Plains,0.38,0.48,0.37,2.15
Arch-Magician Apollo of the Brambles,4312,Arch-Magician,0.66,Apollo,0.23,Brambles,0.40,0.48,0.37,2.15
Druid Victoria of the Wood,7802,Druid,0.54,Victoria,0.57,Wood,0.19,0.48,0.37,2.15
Adept Daria of the Wood,5390,Adept,0.84,Daria,0.26,Wood,0.19,0.48,0.37,2.15
Arcanist Jerret of the Steppe,4091,Arcanist,0.69,Jerret,0.27,Steppe,0.33,0.48,0.37,2.15
Archmagus David of the Atheneum,5789,Archmagus,0.16,David,0.30,Atheneum,0.84,0.48,0.37,2.15
Artificer Axel of the Wood,9289,Artificer,0.58,Axel,0.53,Wood,0.19,0.48,0.37,2.15
Battle Mage Angus of the Oasis,8517,Battle Mage,0.30,Angus,0.21,Oasis,0.78,0.48,0.37,2.15
Enchanter Artis of the Wold,4405,Enchanter,0.35,Artis,0.38,Wold,0.55,0.48,0.37,2.15
Arcanist Cromwell of the Desert,8846,Arcanist,0.69,Cromwell,0.27,Desert,0.32,0.48,0.37,2.15
Battle Mage Bayard of the Steppe,7678,Battle Mage,0.30,Bayard,0.66,Steppe,0.33,0.48,0.37,2.15
Battle Mage Cassius of the Hall,6722,Battle Mage,0.30,Cassius,0.68,Hall,0.31,0.48,0.37,2.15
Archmagus Ofaris of the Reach,3035,Archmagus,0.16,Ofaris,0.33,Reach,0.80,0.48,0.37,2.15
Enchanter Larissa of the Grotto,3037,Enchanter,0.35,Larissa,0.54,Grotto,0.39,0.48,0.37,2.15
Magus Danny of the Havens,4734,Magus,0.37,Danny,0.46,Havens,0.46,0.48,0.37,2.15
Archmagus Jeldor of the Astral Plane,9547,Archmagus,0.16,Jeldor,0.38,Astral Plane,0.75,0.48,0.37,2.15
Archmagus Iprix of El Dorado,4944,Archmagus,0.16,Iprix,0.40,El Dorado,0.73,0.48,0.37,2.15
Magus Uvlius of the Wild,4096,Magus,0.37,Uvlius,0.32,Wild,0.60,0.48,0.37,2.14
Alchemist Bathsheba of the Moors,9583,Alchemist,0.38,Bathsheba,0.46,Moors,0.45,0.48,0.37,2.14
Hedge Wizard Carly of the Grotto,9843,Hedge Wizard,0.47,Carly,0.42,Grotto,0.39,0.48,0.37,2.14
Alchemist Devon of the Hollow,9372,Alchemist,0.38,Devon,0.48,Hollow,0.42,0.48,0.37,2.14
Sorcerer Allistair of the Bastion,3011,Sorcerer,0.30,Allistair,0.41,Bastion,0.58,0.48,0.37,2.14
Archmagus Remus of the Riviera,4414,Archmagus,0.16,Remus,0.46,Riviera,0.67,0.48,0.37,2.14
Artificer Hagar of the Grotto,7479,Artificer,0.58,Hagar,0.31,Grotto,0.39,0.48,0.37,2.14
Hedge Wizard Ratko of the Desert,8185,Hedge Wizard,0.47,Ratko,0.49,Desert,0.32,0.48,0.37,2.14
Archmagus Merlon of the Toadstools,5937,Archmagus,0.16,Merlon,0.20,Toadstools,0.93,0.48,0.37,2.14
Arch-Magician Merlon of the Hollow,9642,Arch-Magician,0.66,Merlon,0.20,Hollow,0.42,0.48,0.37,2.14
Hedge Wizard Circe of the Hall,1827,Hedge Wizard,0.47,Circe,0.50,Hall,0.31,0.48,0.37,2.14
Alchemist Alessar of the Citadel,7929,Alchemist,0.38,Alessar,0.23,Citadel,0.67,0.48,0.37,2.14
Archmagus Aldus of the Rock,8194,Archmagus,0.16,Aldus,0.29,Rock,0.84,0.48,0.37,2.14
Archmagus Devon of the River,866,Archmagus,0.16,Devon,0.48,River,0.65,0.48,0.37,2.14
Arcanist Jerret of the Desert,8398,Arcanist,0.69,Jerret,0.27,Desert,0.32,0.48,0.37,2.14
Enchanter Victoria of the Hills,7087,Enchanter,0.35,Victoria,0.57,Hills,0.36,0.48,0.37,2.14
Sorcerer Soran of the Wold,2080,Sorcerer,0.30,Soran,0.43,Wold,0.55,0.48,0.37,2.14
Magus Ixar of the Gnostics,1701,Magus,0.37,Ixar,0.27,Gnostics,0.64,0.48,0.37,2.14
Archmagus Remus of the Palms,9454,Archmagus,0.16,Remus,0.46,Palms,0.67,0.48,0.37,2.14
Enchanter Atlanta of the Cosmos,3779,Enchanter,0.35,Atlanta,0.54,Cosmos,0.39,0.48,0.37,2.14
Alchemist Alizam of the Grotto,4931,Alchemist,0.38,Alizam,0.50,Grotto,0.39,0.48,0.37,2.14
Sage Aldus of the Desert,2732,Sage,0.66,Aldus,0.29,Desert,0.32,0.48,0.37,2.14
Hedge Wizard Artis of the Hollow,2065,Hedge Wizard,0.47,Artis,0.38,Hollow,0.42,0.48,0.37,2.14
Battle Mage Hagar of the Citadel,5786,Battle Mage,0.30,Hagar,0.31,Citadel,0.67,0.48,0.37,2.14
Hedge Wizard Carly of the Cosmos,6677,Hedge Wizard,0.47,Carly,0.42,Cosmos,0.39,0.48,0.37,2.14
Battle Mage Samuel of the Mount,3604,Battle Mage,0.30,Samuel,0.68,Mount,0.30,0.48,0.37,2.14
Battle Mage Cassius of the Mount,9488,Battle Mage,0.30,Cassius,0.68,Mount,0.30,0.48,0.37,2.14
Enchanter Devon of the Moors,1096,Enchanter,0.35,Devon,0.48,Moors,0.45,0.48,0.37,2.14
Arch-Magician Apollo of the Cosmos,5620,Arch-Magician,0.66,Apollo,0.23,Cosmos,0.39,0.48,0.37,2.14
Artificer Aleister of the Wild,8875,Artificer,0.58,Aleister,0.11,Wild,0.60,0.48,0.37,2.14
Battle Mage Eric of the Grotto,1182,Battle Mage,0.30,Eric,0.58,Grotto,0.39,0.48,0.37,2.14
Druid Artis of the Hills,8851,Druid,0.54,Artis,0.38,Hills,0.36,0.48,0.37,2.14
Battle Mage Hothor of the Mist,8583,Battle Mage,0.30,Hothor,0.48,Mist,0.50,0.48,0.37,2.14
Archmagus Argus of the Havens,9085,Archmagus,0.16,Argus,0.66,Havens,0.46,0.48,0.37,2.13
Archmagus Layla of the Heath,9783,Archmagus,0.16,Layla,0.66,Heath,0.46,0.48,0.37,2.13
Arch-Magician Angus of the Brambles,8556,Arch-Magician,0.66,Angus,0.21,Brambles,0.40,0.48,0.37,2.13
Druid Azahl of the Brambles,8708,Druid,0.54,Azahl,0.34,Brambles,0.40,0.48,0.37,2.13
Sorcerer Apollo of the Astral Plane,7907,Sorcerer,0.30,Apollo,0.23,Astral Plane,0.75,0.48,0.37,2.13
Sorcerer Soya of the Astral Plane,8511,Sorcerer,0.30,Soya,0.23,Astral Plane,0.75,0.48,0.37,2.13
Enchanter Bathsheba of the Heath,9034,Enchanter,0.35,Bathsheba,0.46,Heath,0.46,0.48,0.37,2.13
Sorcerer Azahl of the Capital,4919,Sorcerer,0.30,Azahl,0.34,Capital,0.64,0.48,0.37,2.13
Hedge Wizard Baird of the Mount,1636,Hedge Wizard,0.47,Baird,0.50,Mount,0.30,0.48,0.37,2.13
Sorcerer Orpheus of the Havens,8585,Sorcerer,0.30,Orpheus,0.51,Havens,0.46,0.48,0.37,2.13
Witch Rita of the Grotto,1427,Witch,0.61,Rita,0.26,Grotto,0.39,0.48,0.37,2.13
Witch Rita of the Grotto,7081,Witch,0.61,Rita,0.26,Grotto,0.39,0.48,0.37,2.13
Battle Mage Cassius of the Keep,2786,Battle Mage,0.30,Cassius,0.68,Keep,0.30,0.48,0.37,2.13
Battle Mage Tundror of the Villa,5005,Battle Mage,0.30,Tundror,0.45,Villa,0.53,0.48,0.37,2.13
Sorcerer Iprix of the Bastion,4406,Sorcerer,0.30,Iprix,0.40,Bastion,0.58,0.48,0.37,2.13
Archmagus Aleister of the Quantum Downs,8758,Archmagus,0.16,Aleister,0.11,Quantum Downs,1.01,0.48,0.37,2.13
Archmagus Milton of Dreams,4659,Archmagus,0.16,Milton,0.29,Dreams,0.83,0.48,0.37,2.13
Enchanter Arabella of the Plains,1974,Enchanter,0.35,Arabella,0.54,Plains,0.38,0.48,0.37,2.13
Sorcerer Oberon of the Veil,2779,Sorcerer,0.30,Oberon,0.43,Veil,0.54,0.48,0.37,2.13
Sorcerer Oberon of the Veil,3118,Sorcerer,0.30,Oberon,0.43,Veil,0.54,0.48,0.37,2.13
Battle Mage Eric of the Cosmos,8297,Battle Mage,0.30,Eric,0.58,Cosmos,0.39,0.48,0.37,2.13
Druid Cairon of the Keep,9588,Druid,0.54,Cairon,0.44,Keep,0.30,0.48,0.37,2.13
Hedge Wizard Ofaris of the Havens,8720,Hedge Wizard,0.47,Ofaris,0.33,Havens,0.46,0.48,0.37,2.13
Shaman Jeldor of the Marsh,5452,Shaman,0.57,Jeldor,0.38,Marsh,0.31,0.48,0.37,2.13
Sage Solomon of the Keep,2482,Sage,0.66,Solomon,0.31,Keep,0.30,0.48,0.37,2.13
Hedge Wizard Ixar of the Villa,5775,Hedge Wizard,0.47,Ixar,0.27,Villa,0.53,0.48,0.37,2.13
Magus Atlanta of the Hills,900,Magus,0.37,Atlanta,0.54,Hills,0.36,0.48,0.37,2.13
Battle Mage Angus of the Dunes,2159,Battle Mage,0.30,Angus,0.21,Dunes,0.76,0.48,0.37,2.13
Alchemist Axel of the Tower,541,Alchemist,0.38,Axel,0.53,Tower,0.36,0.48,0.37,2.12
Arch-Magician Ixar of the Steppe,1781,Arch-Magician,0.66,Ixar,0.27,Steppe,0.33,0.48,0.37,2.12
Sorcerer Soran of the Sun,4208,Sorcerer,0.30,Soran,0.43,Sun,0.54,0.48,0.37,2.12
Archmagus Voidoth of the Wold,7473,Archmagus,0.16,Voidoth,0.55,Wold,0.55,0.48,0.37,2.12
Arcanist Lumos of the Brambles,1253,Arcanist,0.69,Lumos,0.17,Brambles,0.40,0.48,0.37,2.12
Archmagus Hadrien of the Rock,6111,Archmagus,0.16,Hadrien,0.27,Rock,0.84,0.48,0.37,2.12
Sorcerer Milton of the Realm,6547,Sorcerer,0.30,Milton,0.29,Realm,0.68,0.48,0.37,2.12
Alchemist Nikolas of the Marsh,686,Alchemist,0.38,Nikolas,0.57,Marsh,0.31,0.48,0.37,2.12
Hedge Wizard Robert of the Desert,861,Hedge Wizard,0.47,Robert,0.47,Desert,0.32,0.48,0.37,2.12
Hedge Wizard Goliath of the Desert,1343,Hedge Wizard,0.47,Goliath,0.47,Desert,0.32,0.48,0.37,2.12
Archmagus Davos of the River,9881,Archmagus,0.16,Davos,0.46,River,0.65,0.48,0.37,2.12
Enchanter Daria of the River,6273,Enchanter,0.35,Daria,0.26,River,0.65,0.48,0.37,2.12
Enchanter Daria of the River,6509,Enchanter,0.35,Daria,0.26,River,0.65,0.48,0.37,2.12
Hedge Wizard Lux of the Mount,8084,Hedge Wizard,0.47,Lux,0.49,Mount,0.30,0.48,0.37,2.12
Archmagus Basil of the Astral Plane,4436,Archmagus,0.16,Basil,0.36,Astral Plane,0.75,0.48,0.37,2.12
Battle Mage Magnus of the Heath,4386,Battle Mage,0.30,Magnus,0.50,Heath,0.46,0.48,0.37,2.12
Druid Milo of the Moors,8782,Druid,0.54,Milo,0.28,Moors,0.45,0.48,0.37,2.12
Archmagus Uvlius of the Oasis,1276,Archmagus,0.16,Uvlius,0.32,Oasis,0.78,0.48,0.37,2.12
Archmagus Amir of the Oasis,2242,Archmagus,0.16,Amir,0.32,Oasis,0.78,0.48,0.37,2.12
Archmagus Amir of the Oasis,4293,Archmagus,0.16,Amir,0.32,Oasis,0.78,0.48,0.37,2.12
Archmagus Ixar of the Atheneum,2864,Archmagus,0.16,Ixar,0.27,Atheneum,0.84,0.48,0.37,2.12
Arcanist Cromwell of the Keep,8948,Arcanist,0.69,Cromwell,0.27,Keep,0.30,0.48,0.37,2.12
Sorcerer Allistair of the Ether,5270,Sorcerer,0.30,Allistair,0.41,Ether,0.55,0.48,0.37,2.12
Archmagus Galatea of the Hollow,2013,Archmagus,0.16,Galatea,0.68,Hollow,0.42,0.48,0.37,2.12
Magus Celah of the Field,1478,Magus,0.37,Celah,0.33,Field,0.56,0.48,0.37,2.12
Druid Allistair of the Marsh,3081,Druid,0.54,Allistair,0.41,Marsh,0.31,0.48,0.37,2.12
Archmagus Casper of El Dorado,2517,Archmagus,0.16,Casper,0.37,El Dorado,0.73,0.48,0.37,2.12
Archmagus Casper of El Dorado,5153,Archmagus,0.16,Casper,0.37,El Dorado,0.73,0.48,0.37,2.12
Battle Mage Caligula of the Hills,1657,Battle Mage,0.30,Caligula,0.60,Hills,0.36,0.48,0.37,2.12
Archmagus Soran of the Riviera,9177,Archmagus,0.16,Soran,0.43,Riviera,0.67,0.48,0.37,2.12
Shaman Celah of the Tower,4221,Shaman,0.57,Celah,0.33,Tower,0.36,0.48,0.37,2.12
Shaman Daria of the Hollow,4300,Shaman,0.57,Daria,0.26,Hollow,0.42,0.48,0.37,2.12
Enchanter Jerret of the Capital,9250,Enchanter,0.35,Jerret,0.27,Capital,0.64,0.48,0.37,2.12
Battle Mage Gunthor of the Mount,2435,Battle Mage,0.30,Gunthor,0.66,Mount,0.30,0.48,0.37,2.12
Battle Mage Gunthor of the Mount,8998,Battle Mage,0.30,Gunthor,0.66,Mount,0.30,0.48,0.37,2.12
Enchanter Devon of the Hollow,5766,Enchanter,0.35,Devon,0.48,Hollow,0.42,0.48,0.37,2.12
Archmagus Zubin of the Havens,1681,Archmagus,0.16,Zubin,0.64,Havens,0.46,0.48,0.37,2.11
Enchanter Artis of the Road,1249,Enchanter,0.35,Artis,0.38,Road,0.52,0.48,0.37,2.11
Enchanter Artis of the Road,5550,Enchanter,0.35,Artis,0.38,Road,0.52,0.48,0.37,2.11
Battle Mage Caligula of the Tower,1899,Battle Mage,0.30,Caligula,0.60,Tower,0.36,0.48,0.37,2.11
Archmagus David of the Reach,7976,Archmagus,0.16,David,0.30,Reach,0.80,0.48,0.37,2.11
Battle Mage Hagar of the Forest,3803,Battle Mage,0.30,Hagar,0.31,Forest,0.64,0.48,0.37,2.11
Magus Uvlius of the Field,3677,Magus,0.37,Uvlius,0.32,Field,0.56,0.48,0.37,2.11
Shaman Ozohr of the Marsh,3144,Shaman,0.57,Ozohr,0.37,Marsh,0.31,0.48,0.37,2.11
Magus Thana of the Valley,3932,Magus,0.37,Thana,0.58,Valley,0.30,0.48,0.37,2.11
Magus Eric of the Valley,8976,Magus,0.37,Eric,0.58,Valley,0.30,0.48,0.37,2.11
Enchanter Diana of the Cosmos,1068,Enchanter,0.35,Diana,0.51,Cosmos,0.39,0.48,0.37,2.11
Arcanist Daria of the Valley,1627,Arcanist,0.69,Daria,0.26,Valley,0.30,0.48,0.37,2.11
Enchanter Arabella of the Hills,1891,Enchanter,0.35,Arabella,0.54,Hills,0.36,0.48,0.37,2.11
Enchanter Atlanta of the Hills,2264,Enchanter,0.35,Atlanta,0.54,Hills,0.36,0.48,0.37,2.11
Enchanter Arabella of the Hills,9385,Enchanter,0.35,Arabella,0.54,Hills,0.36,0.48,0.37,2.11
Hedge Wizard Danny of the Desert,1072,Hedge Wizard,0.47,Danny,0.46,Desert,0.32,0.48,0.37,2.11
Hedge Wizard Danny of the Desert,3698,Hedge Wizard,0.47,Danny,0.46,Desert,0.32,0.48,0.37,2.11
Archmagus Salvatore of the Grotto,5847,Archmagus,0.16,Salvatore,0.70,Grotto,0.39,0.48,0.37,2.11
Shaman Alessar of the Moors,5820,Shaman,0.57,Alessar,0.23,Moors,0.45,0.48,0.37,2.11
Archmagus Oberon of the Citadel,4570,Archmagus,0.16,Oberon,0.43,Citadel,0.67,0.48,0.37,2.11
Archmagus Oberon of the Citadel,7270,Archmagus,0.16,Oberon,0.43,Citadel,0.67,0.48,0.37,2.11
Artificer Angus of the Heath,2795,Artificer,0.58,Angus,0.21,Heath,0.46,0.48,0.37,2.11
Shaman Ulysse of the Wood,529,Shaman,0.57,Ulysse,0.49,Wood,0.19,0.48,0.37,2.11
Archmagus Crowley of the Reach,1675,Archmagus,0.16,Crowley,0.30,Reach,0.80,0.48,0.37,2.11
Sorcerer Merlon of the Dunes,3867,Sorcerer,0.30,Merlon,0.20,Dunes,0.76,0.48,0.37,2.11
Arcanist Casper of the Wood,4905,Arcanist,0.69,Casper,0.37,Wood,0.19,0.48,0.37,2.11
Magus Jahid of the Tower,8424,Magus,0.37,Jahid,0.53,Tower,0.36,0.48,0.37,2.11
Battle Mage Ratko of the Havens,1014,Battle Mage,0.30,Ratko,0.49,Havens,0.46,0.48,0.37,2.11
Battle Mage Ulysse of the Havens,1198,Battle Mage,0.30,Ulysse,0.49,Havens,0.46,0.48,0.37,2.11
Enchanter Circe of the Grotto,7749,Enchanter,0.35,Circe,0.50,Grotto,0.39,0.48,0.37,2.11
Alchemist Apollo of the Capital,8161,Alchemist,0.38,Apollo,0.23,Capital,0.64,0.48,0.37,2.11
Alchemist George of the Wild,3843,Alchemist,0.38,George,0.27,Wild,0.60,0.48,0.37,2.11
